

0.272403	0.261275	0.260537	0.262761	0.256559	0.255712	0.256162	0.255701	1.000000	0.000000	
0.826533	0.277125	0.450032	0.273562	0.689692	0.399718	0.365771	0.334739	1.000000	0.000000	
0.334005	0.260329	0.271221	0.262446	0.254900	0.252164	0.253230	0.255795	1.000000	1.000000	
0.352569	0.278165	0.265314	0.269950	0.258190	0.256259	0.257694	0.257549	0.000000	0.000000	
0.284831	0.268590	0.255735	0.263911	0.254067	0.252851	0.254068	0.252492	0.000000	0.000000	
0.272758	0.262248	0.264069	0.264385	0.256560	0.255148	0.256379	0.255663	1.000000	1.000000	
0.265382	0.257726	0.253170	0.257681	0.251819	0.250826	0.251364	0.250862	0.000000	1.000000	
0.269846	0.258722	0.255423	0.260423	0.252970	0.251720	0.252382	0.251753	0.000000	0.000000	
0.272686	0.258502	0.307855	0.283079	0.253595	0.253228	0.254190	0.253145	0.000000	1.000000	
0.239579	0.255330	0.205653	0.233635	0.251237	0.243951	0.250636	0.241519	1.000000	0.000000	
0.264825	0.258802	0.253035	0.258754	0.255817	0.255286	0.255470	0.255116	1.000000	0.000000	
0.387626	0.257419	0.218048	0.239016	0.252199	0.248352	0.251685	0.257178	1.000000	1.000000	
0.274029	0.260374	0.258808	0.261450	0.254695	0.252271	0.252712	0.251975	1.000000	0.000000	
0.274177	0.263875	0.261386	0.264676	0.257567	0.256366	0.256954	0.256415	1.000000	0.000000	
0.270720	0.258801	0.257684	0.260866	0.252685	0.251285	0.252067	0.251376	1.000000	0.000000	
0.347576	0.265283	0.255976	0.260344	0.254699	0.251730	0.253704	0.252138	0.000000	1.000000	
1.007678	0.630799	0.309825	0.262732	0.324688	0.278064	0.261418	0.251515	0.000000	0.000000	
0.268679	0.258945	0.257660	0.260746	0.252990	0.251770	0.252493	0.251755	1.000000	1.000000	
0.270769	0.259094	0.257835	0.261017	0.252802	0.251440	0.252262	0.251543	1.000000	1.000000	
0.260578	0.266121	0.217851	0.241578	0.258054	0.251832	0.258381	0.247601	1.000000	1.000000	
0.260971	0.255630	0.218606	0.246715	0.251281	0.249645	0.251210	0.248138	1.000000	0.000000	
