
1.318253	0.543435	0.550008	0.626211	0.513255	0.680655	2.555738	0.572523	1.000000	0.000000	
0.898487	0.606925	0.631429	0.560864	0.811232	0.675615	2.202006	0.568550	1.000000	1.000000	
0.811097	0.523236	0.537579	0.621737	0.556708	0.669592	2.039754	0.592736	1.000000	0.000000	
2.162706	1.863358	1.762407	1.665191	1.766730	1.917248	2.300714	1.628858	1.000000	1.000000	
0.574584	0.508988	0.536485	0.533650	0.525752	0.658918	1.945766	0.796298	1.000000	0.000000	
0.540204	0.518181	0.551794	0.521292	0.546780	0.567812	2.146188	0.541991	1.000000	0.000000	
0.528086	0.515159	0.524017	0.511933	0.523002	0.549736	1.132710	0.528714	1.000000	1.000000	
0.557194	0.518555	0.526151	0.521828	0.523133	0.532551	1.337514	0.529927	1.000000	0.000000	
1.256290	0.634927	0.641994	0.637627	0.644152	0.620006	1.206068	0.670337	1.000000	1.000000	
0.521064	0.514779	0.525813	0.519749	0.518971	0.528590	1.237825	0.552797	1.000000	1.000000	
0.544492	0.528614	0.551984	0.521260	0.529392	0.533347	1.592410	0.578456	1.000000	1.000000	
0.530314	0.522726	0.522881	0.519152	0.532126	0.528606	1.144555	0.551267	1.000000	1.000000	
2.084363	0.758983	0.894632	0.695742	1.543058	1.611852	1.387350	0.705007	1.000000	0.000000	
1.846448	1.672836	0.810206	0.703791	1.377264	1.052122	1.331368	1.040069	1.000000	1.000000	
0.537109	0.511670	0.523598	0.517105	0.539364	0.550721	0.515895	0.541162	1.000000	0.000000	
0.712827	0.650446	0.755054	0.524826	0.711581	0.657706	0.678854	0.528781	1.000000	0.000000	
2.250787	0.811293	0.768801	0.783531	0.838858	1.004511	0.853192	0.801799	1.000000	1.000000	
0.624194	0.521350	0.534921	0.516610	0.566626	0.614874	0.525658	0.561705	1.000000	1.000000	
0.628464	0.541465	0.553921	0.524954	0.560333	0.641593	0.548831	0.563820	1.000000	0.000000	
0.656591	0.534538	0.576415	0.525114	0.534811	0.589543	0.572417	0.556366	1.000000	0.000000	
0.551563	0.514411	0.519050	0.509390	0.521250	0.563293	0.512238	0.518337	1.000000	0.000000	
0.595519	0.516499	0.518520	0.516054	0.528283	0.553774	0.512570	0.521644	1.000000	1.000000	
0.591538	0.514748	0.515147	0.511281	0.520006	0.558465	0.510393	0.524312	1.000000	1.000000	
0.565140	0.523898	0.522097	0.513885	0.526815	0.557122	0.509461	0.525495	1.000000	0.000000	
0.589659	0.512286	0.515813	0.511002	0.522024	0.539693	0.509111	0.520249	1.000000	1.000000	
0.581795	0.511065	0.516788	0.510516	0.517157	0.565877	0.510168	0.522349	1.000000	0.000000	
0.571968	0.517699	0.528729	0.514090	0.530634	0.543362	0.513374	0.514991	1.000000	1.000000	
0.592213	0.519729	0.522084	0.511210	0.525319	0.552931	0.513741	0.517339	1.000000	1.000000	
0.585063	0.518007	0.521003	0.510430	0.521248	0.542858	0.509455	0.515430	1.000000	0.000000	
0.556129	0.515084	0.521005	0.509642	0.518839	0.548502	0.513984	0.516369	1.000000	0.000000	
0.561472	0.510513	0.527618	0.513600	0.518135	0.530890	0.524443	0.516482	1.000000	0.000000	
0.565294	0.520913	0.517287	0.510936	0.527520	0.539362	0.512598	0.514858	1.000000	0.000000	
